PassengerId,Age,Fare,Sex,SibSp,Parch,Pclass,Survived,Embarked_1.0,Embarked_2.0
1185,53.0,81.8583,,1,1,1,0,False,True
1186,36.0,9.5,,0,0,3,0,False,True
1187,26.0,7.8958,,0,0,3,0,False,True
1188,1.0,41.5792,,1,2,2,0,False,False
1189,28.0,21.6792,,2,0,3,0,False,False
1190,30.0,45.5,,0,0,1,0,False,True
1191,29.0,7.8542,,0,0,3,0,False,True
1192,32.0,7.775,,0,0,3,0,False,True
1193,28.0,15.0458,,0,0,2,0,False,False
1194,43.0,21.0,,0,1,2,0,False,True
1195,24.0,8.6625,,0,0,3,0,False,True
1196,28.0,7.75,,0,0,3,0,True,False
1197,64.0,26.55,,1,1,1,0,False,True
1198,30.0,151.55,,1,2,1,0,False,True
1199,0.83,9.35,,0,1,3,0,False,True
1200,55.0,93.5,,1,1,1,0,False,True
1201,45.0,14.1083,,1,0,3,0,False,True
1202,18.0,8.6625,,0,0,3,0,False,True
1203,22.0,7.225,,0,0,3,0,False,False
1204,28.0,7.575,,0,0,3,0,False,True
1205,37.0,7.75,,0,0,3,0,True,False
1206,55.0,135.6333,,0,0,1,0,False,False
1207,17.0,7.7333,,0,0,3,0,True,False
1208,57.0,146.5208,,1,0,1,0,False,False
1209,19.0,10.5,,0,0,2,0,False,True
1210,27.0,7.8542,,0,0,3,0,False,True
1211,22.0,31.5,,2,0,2,0,False,True
1212,26.0,7.775,,0,0,3,0,False,True
1213,25.0,7.2292,,0,0,3,0,False,False
1214,26.0,13.0,,0,0,2,0,False,True
1215,33.0,26.55,,0,0,1,0,False,True
1216,39.0,211.3375,,0,0,1,0,False,True
1217,23.0,7.05,,0,0,3,0,False,True
1218,12.0,39.0,,2,1,2,0,False,True
1219,46.0,79.2,,0,0,1,0,False,False
1220,29.0,26.0,,1,0,2,0,False,True
1221,21.0,13.0,,0,0,2,0,False,True
1222,48.0,36.75,,0,2,2,0,False,True
1223,39.0,29.7,,0,0,1,0,False,False
1224,28.0,7.225,,0,0,3,0,False,False
1225,19.0,15.7417,,1,1,3,0,False,False
1226,27.0,7.8958,,0,0,3,0,False,True
1227,30.0,26.0,,0,0,1,0,False,True
1228,32.0,13.0,,0,0,2,0,False,True
1229,39.0,7.2292,,0,2,3,0,False,False
1230,25.0,31.5,,0,0,2,0,False,True
1231,28.0,7.2292,,0,0,3,0,False,False
1232,18.0,10.5,,0,0,2,0,False,True
1233,32.0,7.5792,,0,0,3,0,False,True
1234,28.0,69.55,,1,9,3,0,False,True
1235,58.0,512.3292,,0,1,1,0,False,False
1236,28.0,14.5,,1,1,3,0,False,True
1237,16.0,7.65,,0,0,3,0,False,True
1238,26.0,13.0,,0,0,2,0,False,True
1239,38.0,7.2292,,0,0,3,0,False,False
1240,24.0,13.5,,0,0,2,0,False,True
1241,31.0,21.0,,0,0,2,0,False,True
1242,45.0,63.3583,,0,1,1,0,False,False
1243,25.0,10.5,,0,0,2,0,False,True
1244,18.0,73.5,,0,0,2,0,False,True
1245,49.0,65.0,,1,2,2,0,False,True
1246,0.17,20.575,,1,2,3,0,False,True
1247,50.0,26.0,,0,0,1,0,False,True
1248,59.0,51.4792,,2,0,1,0,False,True
1249,28.0,7.8792,,0,0,3,0,False,True
1250,28.0,7.75,,0,0,3,0,True,False
1251,30.0,15.55,,1,0,3,0,False,True
1252,14.5,69.55,,8,2,3,0,False,True
1253,24.0,37.0042,,1,1,2,0,False,False
1254,31.0,21.0,,0,0,2,0,False,True
1255,27.0,8.6625,,0,0,3,0,False,True
1256,25.0,55.4417,,1,0,1,0,False,False
1257,28.0,69.55,,1,9,3,0,False,True
1258,28.0,14.4583,,1,0,3,0,False,False
1259,22.0,39.6875,,0,0,3,0,False,True
1260,45.0,59.4,,0,1,1,0,False,False
1261,29.0,13.8583,,0,0,2,0,False,False
1262,21.0,11.5,,1,0,2,0,False,True
1263,31.0,134.5,,0,0,1,0,False,False
1264,49.0,0.0,,0,0,1,0,False,True
1265,44.0,13.0,,0,0,2,0,False,True
1266,54.0,81.8583,,1,1,1,0,False,True
1267,45.0,262.375,,0,0,1,0,False,False
1268,22.0,8.6625,,2,0,3,0,False,True
1269,21.0,11.5,,0,0,2,0,False,True
1270,55.0,50.0,,0,0,1,0,False,True
1271,5.0,31.3875,,4,2,3,0,False,True
1272,28.0,7.75,,0,0,3,0,True,False
1273,26.0,7.8792,,0,0,3,0,True,False
1274,28.0,14.5,,0,0,3,0,False,True
1275,19.0,16.1,,1,0,3,0,False,True
1276,28.0,12.875,,0,0,2,0,False,True
1277,24.0,65.0,,1,2,2,0,False,True
1278,24.0,7.775,,0,0,3,0,False,True
1279,57.0,13.0,,0,0,2,0,False,True
1280,21.0,7.75,,0,0,3,0,True,False
1281,6.0,21.075,,3,1,3,0,False,True
1282,23.0,93.5,,0,0,1,0,False,True
1283,51.0,39.4,,0,1,1,0,False,True
1284,13.0,20.25,,0,2,3,0,False,True
1285,47.0,10.5,,0,0,2,0,False,True
1286,29.0,22.025,,3,1,3,0,False,True
1287,18.0,60.0,,1,0,1,0,False,True
1288,24.0,7.25,,0,0,3,0,True,False
1289,48.0,79.2,,1,1,1,0,False,False
1290,22.0,7.775,,0,0,3,0,False,True
1291,31.0,7.7333,,0,0,3,0,True,False
1292,30.0,164.8667,,0,0,1,0,False,True
1293,38.0,21.0,,1,0,2,0,False,True
1294,22.0,59.4,,0,1,1,0,False,False
1295,17.0,47.1,,0,0,1,0,False,True
1296,43.0,27.7208,,1,0,1,0,False,False
1297,20.0,13.8625,,0,0,2,0,False,False
1298,23.0,10.5,,1,0,2,0,False,True
1299,50.0,211.5,,1,1,1,0,False,False
1300,28.0,7.7208,,0,0,3,0,True,False
1301,3.0,13.775,,1,1,3,0,False,True
1302,28.0,7.75,,0,0,3,0,True,False
1303,37.0,90.0,,1,0,1,0,True,False
1304,28.0,7.775,,0,0,3,0,False,True
1305,28.0,8.05,,0,0,3,0,False,True
1306,39.0,108.9,,0,0,1,0,False,False
1307,38.5,7.25,,0,0,3,0,False,True
1308,28.0,8.05,,0,0,3,0,False,True
1309,28.0,22.3583,,1,1,3,0,False,False
